Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
NYVP New York Venture Partners,http://www.nyvp.com/,https://www.linkedin.com/in/tracecohen/,"114 E 25th st, NYC, NY 10010, USA","USA,Israel,Canada","2. Prototype,3. Early Revenue,4. Scaling","We invest in the team first early on but the more traction the better, just less than $10M valuation. We like to get in early.",Family office,"$50,000 ","$100,000 "
Oak Investment Partners,https://www.oakvc.com/,,"Greenwich, Connecticut, United States","USA,Israel",3. Early Revenue,,VC,,
Oakhouse Partners,http://oakhousepartners.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
OATV - O'Reilly AlphaTech Ventures,http://www.oatv.com,https://www.linkedin.com/company/o'reilly-alphatech-ventures,"San Francisco, California, United States",USA,,,VC,,
Obscura,https://www.realmofobscura.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Obvious Ventures,https://obvious.com/portfolio,https://www.linkedin.com/company/obvious-ventures,"San Francisco, California, United States","USA,Israel,Canada",3. Early Revenue,,VC,,
OCA Ventures,https://www.ocaventures.com/,,"Chicago, Illinois, United States",USA,3. Early Revenue,,VC,,
Ocea Group,https://www.ocea-tgb.com/en/,,,Japan,,,Corporate VC,,
Ocean Capital,https://oceancap.com/,https://www.linkedin.com/in/kathleenstevens/,,,"2. Prototype,3. Early Revenue",,VC,,
OcÃ©an Participations,https://www.creditmutuel.fr/cmo/fr/groupe/ocean-participations.html,https://www.linkedin.com/company/oc%C3%A9an-participations,,France,,,Other,,
Oceans,https://oceans.ventures/,https://www.linkedin.com/company/oceansventures,,,"2. Prototype,3. Early Revenue",,VC,,
October Capital,http://www.octobercapital.com,,"Kansas City, Missouri, United States",USA,,,Family office,,
Odey Asset Management,https://www.odey.com/,,UK,"USA,Israel,Canada,UK",,,VC,,
Odyssee Ventures,http://www.odyssee-venture.com/,,,France,3. Early Revenue,,VC,,
Off the Grid Ventures,https://www.otgventures.com/,,,USA,,,Other,,
Ohio TechAngels,http://www.ohiotechangels.com/,,,,,,Angel network,,
Oita Venture Capital,http://www.oita-vc.co.jp/,,,Japan,,,VC,,
Okapi Venture Capital,https://okapivc.com/,,,USA,,,Other,,
Okasan Capital Partners,http://okasancp.com/,,,Japan,,,VC,,
Okavango Capital Partners,http://www.okavango-capital.com/,,,,,,Other,,
Okta Ventures,https://www.okta.com/okta-ventures/,https://www.linkedin.com/company/okta-inc-/,"100 First Street, Suite 600, San Francisco, CA, USA","USA,Israel,UK","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in identity, privacy, and security startups",Corporate VC,"$200,000 ","$1,000,000 "
OTV Olive Tree Ventures,https://www.otv.vc/,,,,"5. Growth,6. Pre-IPO",,VC,,
Olma Luxury Holdings,https://www.olma.com/,https://www.linkedin.com/company/olma-capital-management/,"7 Seville Place Dublin 1, Ireland","France,Germany,Italy,Portugal,Spain,Switzerland,UK","3. Early Revenue,4. Scaling,5. Growth",We invest in luxury consumer goods and services in Western Europe. We favor direct-to-consumer approaches and profitability over hyper-growth.,VC,"$600,000 ","$5,000,000 "
OM2 Ventures,https://www.om2.com/,https://www.linkedin.com/company/om2-technologies/,,,"3. Early Revenue,4. Scaling,2. Prototype",,VC,,
Ombu,http://www.ombugroup.com/,,UK,"USA,Canada,UK",3. Early Revenue,,VC,,
Omers Ventures,https://www.omersventures.com/,https://www.linkedin.com/company/omers-ventures/,Canada,"USA,Canada",3. Early Revenue,,VC,,
Omidyar Network,https://www.omidyar.com/,http://www.linkedin.com/company/22806,"Redwood City, California, United States",USA,,,Family office,,
Omidyar Ventures,https://www.omidyarventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Omninet Capital,http://www.omninet.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
Omnivore Partners,http://www.omnivore.vc/,https://www.linkedin.com/company/omnivore-partners/,India,India,3. Early Revenue,,VC,,
Omron Ventures,https://www.omron.com/ventures,,"Tokyo, Tokyo, Japan",Japan,,,Corporate VC,,
One Eighty Capital,https://oneeightycapital.com/,https://www.linkedin.com/company/one-eighty-capital/,"Barrington, Illinois, United States",USA,,,Family office,,
One Peak Partners,http://onepeakpartners.com/,https://www.linkedin.com/company/one-peak/,,"UK,France",,,Other,,
One Way Labs,http://www.onewaylabs.com/,https://www.linkedin.com/company/onewaylabs/,"3333 Piedmont Rd, Suite 2050, Atlanta, GA 30305","Canada,USA,UK","1. Idea or Patent,2. Prototype","We invest in early stage startups and build software in exchange for equity.

We look for non-technical founders who hold deep domain expertise, solving important problems without their own development team or technical co-founder.",VC,"$40,000 ","$100,000 "
One Way Ventures,https://onewayvc.com/,https://www.linkedin.com/company/one-way-ventures/,"Boston, MA, USA","USA,Canada","3. Early Revenue,2. Prototype,1. Idea or Patent",We invest in exceptional immigrant founders in the U.S. and Canada.,VC,"$250,000 ","$1,000,000 "
OneRagtime,https://www.oneragtime.com/,http://www.linkedin.com/company/oneragtime,"60 rue de Londres, 75008 Paris, France","France,Spain,UK,Estonia,Germany,Italy,Israel,USA,Sweden,Denmark,Portugal,Finland,Ireland","3. Early Revenue,2. Prototype,4. Scaling","We invest in early-stage European tech companies. We look for software, deep technology and talented teams. Our portfolio companies build game-changing products and services, disrupting usages and markets. We look for:
- Exceptional founders looking for more than money, a true partner
B2C and B2B2C models, we also consider B2B with short sale cycles
- Early-stage companies with a product and preferably proven traction
- Tech-oriented companies, ideally proprietary, with a scalable product
- Founded in Europe with international ambitions
We like to be the first professional investor, coming in right after love money and business angels.",VC,"$500,000 ","$5,000,000 "
OneVC,https://www.onevc.vc/,https://www.linkedin.com/company/onevc/,,,,,,,
Open Ocean Capital,http://www.openoceancapital.com/,https://www.linkedin.com/company/openoceanvc/,,,,,VC,,
Open Road Alliance,https://openroadalliance.org/,https://www.linkedin.com/company/open-road-alliance,,,,,Other,,
OpenCNP by CNP Assurances,https://open.cnp.fr/,https://www.linkedin.com/showcase/opencnp/,"4, Place Raoul Dautry, Paris, Ile-de-France 75015, FR","France,Germany,UK","3. Early Revenue,4. Scaling","We invest in fintech, insurtech, digital health and B2B startups in Europe with tickets from â‚¬1m to â‚¬5m",Corporate VC,"$1,000,000 ","$5,000,000 "
Openfund,http://theopenfund.com/,,,,,,VC,,
OpenGeeksLab,https://opengeekslab.com/,https://www.linkedin.com/company/10586611,,,"2. Prototype,3. Early Revenue",,VC,,
OpenOcean,https://www.openocean.vc/,https://www.linkedin.com/company/openoceanvc,"Pohjois-Esplanadi 31, Helsinki, 00100, FI","UK,Germany,France,Sweden,Finland,Norway,Denmark,Ireland,Spain,Portugal,Switzerland,Austria,Poland,Romania,Greece,Lithuania","2. Prototype,3. Early Revenue,4. Scaling",We invest in European deep tech and enterprise software companies ,VC,"$1,000,000 ","$5,000,000 "
Openspace Ventures,http://openspace.vc/,https://www.linkedin.com/company/openspacevc/?originalSubdomain=sg,Singapore,Singapore,3. Early Revenue,,VC,,
OpenView Partners,https://openviewpartners.com/,https://www.linkedin.com/company/openview-/,"Boston, Massachusetts, United States","USA,France,Israel,Canada,Australia","4. Scaling,3. Early Revenue,5. Growth",We invest in B2B software and SaaS startups.,VC,"$4,000,000 ","$45,000,000 "
Opera Tech Ventures by BNP Paribas,https://operatechventures.com/,,France,"USA,Israel,Canada,France",3. Early Revenue,,Corporate VC,"$1,000,000 ",
Operate,https://operatestudio.com/,https://www.linkedin.com/company/operatestudio.com,"1954 Placentia Ave. #208 Costa Mesa, CA 92627",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue","We invest in startup founders/creators to build & scale software that changes how the world works.

Operate is a new kind of venture studio that believes founders need more than capital and advice to be successful. ",Startup studio,"$250,000 ","$500,000 "
Opportunity Seed Fund,https://www.opportunityseed.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Optum Ventures by UHG,https://www.optumventures.com/,https://www.linkedin.com/company/optumventures,UK,"Israel,USA,Canada,UK",3. Early Revenue,,Corporate VC,,
Opus Capital,http://www.opuscapitalventures.com/,,"Menlo Park, California, United States",USA,,,Other,,
Orange Corp,http://www.orangecorp.co,,"Mumbai, Maharashtra, India",India,,,Corporate VC,,
Orange Growth Capital,http://www.ogc-partners.com/,,,,,,VC,,
Orange Ventures,https://ventures.orange.com/,https://www.linkedin.com/company/orange-ventures1/mycompany/,"Paris, Ile-de-France, France","Belgium,Bulgaria,Cameroon,Central African Republic,CÃ´te d'Ivoire,Estonia,Ethiopia,Finland,France,Germany,Greece,Ireland,Israel,Italy,Lithuania,Luxembourg,Madagascar,Mali,Montenegro,Morocco,Niger,Nigeria,Norway,Qatar,Rwanda,Saudi Arabia,Senegal,Slovakia,Slovenia,Somalia,South Africa,Spain,Sweden,Switzerland,Togo,Tonga,Tunisia,Turkey,UK,USA,Yemen,Zambia,Zimbabwe,Czech Republic","4. Scaling,5. Growth,3. Early Revenue",We invest in European & North American series B/C startups and in Seed/Series A impact investing startups,Corporate VC,"$5,000,000 ","$15,000,000 "
Orbimed,http://www.orbimed.com/,https://www.linkedin.com/company/orbimed-advisors,USA,"USA,Canada",3. Early Revenue,,VC,,
Orchid Asia Group Management,http://www.orchidasia.com/,,,Hong Kong,,,VC,,
Oregon Sports Angels,http://www.oregonsportsangels.org/,https://www.linkedin.com/company/oregon-sports-angels/,,,,,Angel network,,
Origen Ventures Fund,https://www.origenventuresfund.com/,https://www.linkedin.com/company/origen-ventures,Spain,Spain,,,VC,,
Orios Venture Partners,http://www.oriosvp.com/,https://www.linkedin.com/company/orios-venture-partners/,,,,,Other,,
Orix Corporation,http://www.orix.co.jp/grp/en/,,,Japan,,,Corporate VC,,
Orot Luces,http://www.orot-luces.com,,,,,,VC,,
Ã˜rsted Ventures,https://www.orsted.dk/,https://www.linkedin.com/company/orsted,,,,,Other,,
Orthos Ventures,http://orthosventures.com/,https://www.linkedin.com/feed/,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Oryzn Capital,http://www.oryzn.com,https://www.linkedin.com/in/yanivjacobi/,,,"2. Prototype,3. Early Revenue,4. Scaling,5. Growth",,VC,,
OS Fund,https://osfund.co/,,USA,"USA,Canada",3. Early Revenue,,VC,,
Osage Venture Partners,https://osageventurepartners.com/,https://www.linkedin.com/company/osage-partners,"Bala Cynwyd, Pennsylvania, United States",USA,,,Other,,
OSEG,http://www.oseg.co.il/,https://www.linkedin.com/company/oseg-ltd/,,,"5. Growth,6. Pre-IPO",,VC,,
OSF Ventures,https://www.osfhealthcare.org/ventures/,https://www.linkedin.com/company-beta/973835/,"Peoria, Illinois, United States",USA,,,Corporate VC,,
OTB Ventures,https://www.otb.vc/,https://www.linkedin.com/company/otb-ventures/,Netherlands,"Netherlands,Austria,Belarus,Bulgaria,Czech Republic,Estonia,Finland,Latvia,Lithuania,Hungary,Poland,Slovakia,Ukraine,USA,UK,Slovenia","3. Early Revenue,4. Scaling","We invest in Fintech and / or deep tech companies, with European R&D at early growth stage (post product / post revenue) scaling globally and located anywhere in the world",VC,"$1,000,000 ","$6,000,000 "
OUP Osage University Partners,https://oup.vc/,https://www.linkedin.com/company/osage-university-partners,"Bala Cynwyd, Pennsylvania, United States",USA,,,Other,,
OurCrowd,https://www.ourcrowd.com/,https://www.linkedin.com/company/ourcrowd-llc,"28 Derech Hebron, Jerusalem, Israel","Israel,USA","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in founders who are growing their businesses across sectors, from Series A and on.",VC,"$1,500,000 ","$5,000,000 "
Ouroboros Asset Management,http://ouroborosmanagement.com,https://www.linkedin.com/company/ouroboros-asset-management-llc?trk=company_logo,"Denver, Colorado, United States",USA,,,Family office,,
Outbound Ventures,http://www.outboundventures.com,https://www.linkedin.com/in/luisgonzalez15/?trk=pub-pbmap,,,,,VC,,
Outlander Labs,https://www.outlanderlabs.com/,https://www.linkedin.com/company/outlandervc,,,"2. Prototype,3. Early Revenue",,VC,,
Outliers Venture Capital,https://www.outliers.vc/,https://www.linkedin.com/company/outliersvc,2443 Fillmore St #380-8875 San Francisco CA 94115 United States,"USA,Egypt,UAE,Saudi Arabia","2. Prototype,3. Early Revenue,1. Idea or Patent",We invest in outlier founders who are building compounding companies in Cybersecurity/Privacy/Data.,VC,"$250,000 ","$1,000,000 "
Outpost Capital,http://www.outpostvc.com/,,USA,"USA,China",3. Early Revenue,,VC,,
Outward Venture Capital,https://outwardvc.com/,,,UK,,,VC,,
Oval Partners,https://www.ovalpartners.com/,,,,,,,,
Overkill,https://www.overkill.vc/,https://www.linkedin.com/in/davidventzel/,,,,,Other,,
Ovo Fund,https://www.ovofund.com/,https://www.linkedin.com/company/ovo-fund/,"530 Lytton Ave, Palo Alto, California 94301, US",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest at the MVP stage. Sector agnostic across capital-efficient industries. ,VC,"$250,000 ","$500,000 "
OXen9,https://oxen9.com/,https://il.linkedin.com/company/yemoja,,,"2. Prototype,3. Early Revenue",,VC,,
Oxford Angel Fund,https://www.oxfordangelfund.com,https://www.linkedin.com/company/oxford-angel-fund/,"Palo Alto, CA 94301, US",USA,"3. Early Revenue,2. Prototype,4. Scaling",We invest in US-based companies founded by founders affiliated with the University of Oxford,VC,"$50,000 ","$100,000 "
Oxford Capital Partners,http://www.oxcp.com/,,UK,"USA,UK",3. Early Revenue,,VC,,
Oyster Bay Venture Capital,https://oysterbay.vc/,https://www.linkedin.com/company/71089448/,"Isekai 1a, Hamburg, 20249, Hamburg, Germany","Germany,Austria,Switzerland,Denmark,Sweden,Netherlands,Belgium,Finland,Norway,Luxembourg,Spain,France,Portugal,Liechtenstein,Monaco,Montenegro,Italy,Poland,USA,Romania,Estonia,Lithuania,Bulgaria,Georgia,Croatia,Canada,Australia,Israel,Czech Republic,Mexico,Greece,UK,Ukraine,Iceland,Hungary,Hong Kong,Ireland,Japan,Brazil,Turkey,Malta,Singapore,Slovakia","3. Early Revenue,4. Scaling,2. Prototype,5. Growth","We invest in successful innovative beverage, food-tech, agricultural-tech and e-commerce companies that deliver financial returns and social and environmental good. We invest in Pre-Seed, Seed and Series A as well as in Secondaries. Furthermore, we have reserves for follow-on financing.",VC,"$150,000 ","$2,000,000 "
Ozmen Ventures,http://ozmenventures.com/,https://www.linkedin.com/company/ozmen-ventures/,"Reno, Nevada, United States",USA,,,Family office,,
P101 Ventures,https://www.p101.it/en/,https://www.linkedin.com/company/p101/,"Via Chiossetto 1, 20122 Milano, Italy","Italy,Spain,Germany,Netherlands,Portugal,UK,Greece",3. Early Revenue,We invest in European digital tech startups with $1M+ ARR,VC,"$1,000,000 ","$5,000,000 "
Pacesetter Capital Group,http://www.pacesettercapital.com,https://www.linkedin.com/company/pacesetter-capital-group/,"Richardson, Texas, United States",USA,,,Family office,,
Pacific 8 Ventures,http://www.pac8.com/,,Taiwan,USA,3. Early Revenue,,VC,,
Pacific Health Ventures,https://pac.vc/,https://www.linkedin.com/company/pac-vc/,,,"2. Prototype,3. Early Revenue",,VC,,
Pacific Northwest Capital Group,http://www.pacnwcapital.com/,,"Nampa, Idaho, United States",USA,,,Family office,,
Paladin Capital Group,https://www.paladincapgroup.com/,https://www.linkedin.com/company/paladin-capital-group?trk=tyah,"Washington, District of Columbia, United States",USA,,,Other,,
Pale Blue Dot,https://www.paleblue.vc/#section-0,https://www.linkedin.com/company/palebluedotvcclimate,,UK,,,VC,,
Paleo Robbie,https://paleorobbie.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Pallasite Ventures,https://www.pallasiteventures.com/,https://www.linkedin.com/in/christopher-bissonnette-53154029,USA,"USA,Canada",,,VC,,
Panacea Stars,http://panacea-stars.com/,https://www.linkedin.com/company/panacea-innovation/,UK,UK,"2. Prototype,3. Early Revenue",,VC,,
Pangea Blockchain Fund,https://pangeablockchain.ch/,,,UK,,,VC,,
Pangea Ventures,https://www.pangaeaventures.com/about/team,,USA,"Israel,USA,Canada",,,VC,,
Pangea's Edge Holdings,http://www.pangeasedge.com,,"Carrollton, Texas, United States",USA,,,Family office,,
Pantera Capital,https://panteracapital.com/,https://www.linkedin.com/company/pantera-capital,,,,,VC,,
Pappas Capital,http://www.pappas-capital.com/,https://www.linkedin.com/company/pappas-capital/,USA,"USA,Canada",3. Early Revenue,,VC,,
Par Equity,http://www.parequity.com/,,,,,,VC,,
Parade Ventures,https://www.parade.vc/,,,,,,,,
Parc Capital,https://parccapital.com.au/,https://au.linkedin.com/in/grantmccorquodale,Australia,Australia,,,Other,"$300,000 ",
Paris-Saclay Seed Fund,https://seedfund.parissaclay.com/,https://www.linkedin.com/company/partech,,France,,,Other,,
Parkwalk Advisors,https://parkwalkadvisors.com/,https://www.linkedin.com/company/park-walk-advisors/,UK,UK,3. Early Revenue,,VC,,
Partners Investment,http://www.partnersi.co.kr/eng/,,"Seoul, Seoul-t'ukpyolsi, South Korea",South Korea,,,Corporate VC,,
Partners Resolute,https://partnersresolute.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Partnership Fund,http://pfnyc.org,http://www.linkedin.com/company/partnership-for-new-york-city,,,,,VC,,
Pasadena Angels,http://www.pasadenaangels.com/,https://www.linkedin.com/in/decsepel/,,,,,Angel network,,
Passion Capital Management,https://www.passioncapital.com/,https://www.linkedin.com/in/eileenburbidge,UK,UK,3. Early Revenue,,VC,,
Patamar Capital,http://patamar.com/,,,,,,Other,,
Paua Ventures,https://www.pauaventures.com/,https://www.linkedin.com/company/paua-ventures-gmbh/,"Linienstrasse 40, 10119 Berlin, Germany","USA,Germany,France,Estonia,UK,Poland,Spain,Italy,Hungary,Austria,Switzerland,Portugal","2. Prototype,3. Early Revenue,4. Scaling,1. Idea or Patent",We invest in early stage B2B startups across Europe,VC,"$500,000 ","$3,500,000 "
Paxion Capital Partners,https://paxion.com/,,,USA,,,Other,,
PayPal Ventures,https://www.paypal.com/us/webapps/mpp/paypal-ventures,,"San Jose, California, United States",USA,,,Corporate VC,,
PBM Capital,https://www.pbmcap.com/,,USA,USA,3. Early Revenue,,VC,,
Pd ventures by Pressedruck,http://pdventures.de/,https://www.linkedin.com/company/pd-ventures/,"Augsburg, Bayern, Germany",Germany,,,Corporate VC,,
Peak Capital,https://www.peak.capital,https://www.linkedin.com/company/peak-capital,"Weesperplein 4B, 1018 XA Amsterdam, Netherlands","Netherlands,Belgium,Luxembourg,Germany,Austria,Switzerland,Sweden,Finland,Norway,Denmark,Iceland,Poland,Portugal","2. Prototype,4. Scaling,3. Early Revenue","We invest in SaaS and Platform/Marketplaces businesses in NW-Europe. Our sweetspot is companies that have some revenue, and are getting ready to scale beyond founder sales. Opportunistically we do pre-revenue/pre-product deals. No sector/industry focus. ",VC,"$250,000 ","$3,500,000 "
Peak Ventures,http://www.peakventures.vc/,https://www.linkedin.com/company/albumvc/,,,,,VC,,
PeakBridge VC,https://peakbridge.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
PeakSpan Capital,https://www.peakspancapital.com/,,,,,,,,
Pegasus Tech Ventures,https://www.pegasustechventures.com/,https://www.linkedin.com/company/pegasus-tech-ventures,"San Jose, California, United States",USA,,,Other,,
Pejman Mar Ventures,http://www.pejmanmar.com/,,,,,,VC,,
Pelagic Capital Advisors,http://www.pelagicadvisors.com,,"Denver, Colorado, United States",USA,,,Family office,,
Pelion Venture Partners,https://pelionvp.com/,,"Salt Lake City, Utah, United States",USA,,,Other,,
Peninsular Capital,https://www.peninsular-capital.com/,https://www.linkedin.com/company/peninsular-capital/,5 rue d'Argout 75002 Paris France,France,5. Growth,"We invest in regional/national leaders with high multi-regional, national, or international potential. Peninsular Capital is a majority or lead shareholder. We partner with management to structure MBO/MBI and growth capital investments in SMEs in France. ",PE fund,"$2,000,000 ","$10,000,000 "
PentaLab,https://www.pentalab.co/,,,,"2. Prototype,3. Early Revenue",,VC,,
Pentech,https://pentech.vc/,https://www.linkedin.com/company/950612/admin/,"40 Islington High Street, London, England N1 8XB, GB",UK,"3. Early Revenue,2. Prototype","We invest in teams who believe they can build a category leading software company. Our areas of interest include: Artificial Intelligence and Machine Learning; Big Data; Infrastructure such as Blockchain; and verticals that are enabled via the efficient use of AI and new infrastructure approaches, such as FinServ, Health, and Enterprise Transformation. We consider both B2C and B2B opportunities",VC,"$500,000 ","$6,000,000 "
People & Planet Partners,https://www.peopleandplanetpartners.com/,,,UK,,,VC,,
Percival Participations,https://percivalparticipations.com/,,,Netherlands,"4. Scaling,5. Growth",,VC,,
Pereg Ventures,http://peregventures.com,https://www.linkedin.com/company/3191520/,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Peregrine Ventures,http://www.peregrinevc.com,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Perennial Investment Partners,https://perennial.net.au/,https://au.linkedin.com/company/perennial-value-management,Australia,Australia,,,Other,,
Performa Investimentos,http://www.performainvestimentos.com/,,,,"4. Scaling,5. Growth",,VC,,
Perle Ventures,https://www.perleventures.com/,,Australia,Australia,,,VC,,
Perpetual Investment,https://www.prptl.com/,,,"Germany,Luxembourg,France",,,Other,,
Peterson Ventures,https://www.petersonpartners.com/,,"Salt Lake City, Utah, United States",USA,,,Other,,
Petri,https://petri.bio,https://www.linkedin.com/company/petribio,"207 South St, Floor 5,  Boston, MA 02111, United States","USA,UK,Japan,Israel,Canada,Mexico,Brazil,France,Germany,China","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in startups at the intersection of biology and tech, applied to planetary and human health.",VC,"$100,000 ","$6,000,000 "
Pfizer Venture Investments,https://www.pfizer.com/partners/venture-investments,https://www.linkedin.com/company/pfizer,"New York, New York, United States",USA,,,Corporate VC,,
Pharos Capital Group,https://www.pharosfunds.com/,,,,"4. Scaling,5. Growth",,VC,,
Phenomen Ventures,http://www.phenomenvc.com/,,,,,,VC,,
