Investor name,Website,Linkedin,Global HQ,Countries of investment,Stage of investment,Investment thesis,Investor type,First cheque minimum,First cheque maximum
212,https://212.vc/,https://www.linkedin.com/company/212vc/,"Uvez Sokak, No:5, Arnavutkoy, Besiktas, Istanbul 34345, TR","Turkey,Romania,Albania,Azerbaijan,Bosnia-H,Bulgaria,Czech Republic,Lithuania,Serbia,Uzbekistan,UAE,Ukraine,Turkmenistan,Poland,Qatar,Hungary","4. Scaling,5. Growth",We invest in Series A with an average ticket size of €1-5 million and are looking for B2B tech solutions in the early and growth stage. We are sector agnostic. ,VC,"$1,000,000 ","$5,000,000 "
212Founders,https://www.212founders.ma/,https://www.linkedin.com/company/212-founders/,"179 Angle des Boulevards de Londres et de la Résistance, Casablanca 20250, Morocco",Morocco,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in early-stage Moroccan startups after a 6-month incubation program.,"Incubator, Accelerator","$100,000 ","$1,000,000 "
360 Capital,https://www.360cap.vc/,https://www.linkedin.com/company/360-capital-partners/,"13 Avenue de l’Opéra, 75001 Paris","France,Italy,Spain,UK,Germany,Portugal,Netherlands,Switzerland,Israel","2. Prototype,3. Early Revenue,4. Scaling","We invest in early-stage, innovative deeptech & digital enterprises across Europe. ",VC,"$150,000 ","$8,000,000 "
365.fintech,https://www.365fintech.vc/,https://www.linkedin.com/company/365-fintech,"Dvořákovo nábrežie 4, 811 02, Bratislava, Slovakia ","Slovakia,Czech Republic,Hungary,Poland,Estonia,Latvia,Lithuania,UK,Germany,Belgium,Netherlands,Austria","3. Early Revenue,4. Scaling","We invest in innovative B2B and B2B2C fintech, insurtech and big data startups with a primary geographic focus on CEE, Balkans, Baltics and Europe at large. ",VC,"$50,000 ","$500,000 "
415 Capital,http://415capital.com/,,,UK,,,VC,,
500 Falcons,https://mena.500.co/,,,,"2. Prototype,3. Early Revenue",,VC,,
574 Invest by SNCF,https://574invest.com,https://www.linkedin.com/company/574invest/,France,France,"3. Early Revenue,4. Scaling","We invest in mobility, industry 4.0 and environmental startups to help SNCF group deliver on its purpose and to boost the growth of the mobility ecosystem, while protecting our planet. ",Corporate VC,"$500,000 ","$5,000,000 "
808 Ventures,https://www.808ventures.vc,https://www.linkedin.com/company/808-ventures/about/,Australia,Australia,,,VC,,
1337 Ventures,https://1337.ventures/,https://www.linkedin.com/company/1337ventures,"C-19-08, KL Trillion, 50400, Kuala Lumpur, Malaysia ","Malaysia,Vietnam,Philippines,Thailand","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling",We invest in ideation and early stage startups that are looking to serve ASEAN markets. ,VC,"$2,500 ","$50,000 "
1517 Fund,https://www.1517fund.com/,https://www.linkedin.com/company/1517fund/,USA,USA,"2. Prototype,3. Early Revenue",,VC,,
1776 Ventures,https://www.1776.ventures/,https://www.linkedin.com/company/1776-ventures/about/,,USA,,"We only invest in seed stage startups in govtech, fintech, smart cities, transportation, education, health, and energy.",Other,,
1863 Ventures,https://1863ventures.net/,,,,"2. Prototype,3. Early Revenue",,"Incubator, Accelerator",,
1955 Capital,http://1955.capital/,https://www.linkedin.com/company/1955-capital/,,,,,VC,,
1984.vc,http://1984.vc/,https://www.linkedin.com/company/1984-ventures/,,USA,"2. Prototype,3. Early Revenue",,VC,,
2048 Ventures,https://www.2048.vc/,https://www.linkedin.com/company/2048vc,"New York, NY 10001, USA","USA,Canada","3. Early Revenue,2. Prototype,1. Idea or Patent","We invest in pre-seed / smaller seed rounds as lead, and write $300-$600K checks. 
 
First and foremost, we always want to meet exceptional founders with a compelling vision and strong founder-market-fit, regardless of the industry they are building in.
 
We look for companies that are differentiated and defensible through data and technology.
 
Business models we like: API/Data Platforms, Marketplaces/Networks, B2B Vertical SaaS, Consumer Subscription with science/technology edge.
 
Sectors we gravitate towards: Anything API first, bio/genomics, digital health, frontier tech (preferably software/enablement layer, but would do hardware too), sustainability, AI/ML applications, fintech, femtech, eldertech, VR/AR. ",VC,"$300,000 ","$600,000 "
2150,https://www.2150.vc/,https://www.linkedin.com/company/2150vc,"London, UK","UK,USA,Denmark,Finland,Germany,France,Sweden,Spain","4. Scaling,3. Early Revenue,5. Growth","We invest in technology companies that seek to sustainably reimagine and reshape the urban environment. 2150’s investment thesis focuses on major unsolved problems across what it calls the ‘Urban Stack’, which comprises every element of the built environment, from the way our cities are designed, constructed and powered, to the way people live, work and are cared for.
",VC,"$1,000,000 ","$7,000,000 "
4490 Ventures,http://4490.ventures/,https://www.linkedin.com/company/4490-ventures/,,,"3. Early Revenue,4. Scaling",,VC,,
A Capital,https://acapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
A Plus Finance,https://www.aplusfinance.com/activite,https://www.linkedin.com/company/a-plus-finance/,"8 Rue Bellini, 75016 Paris",France,"3. Early Revenue,4. Scaling",,VC,"$300,000 ",
A-6684 Capital,https://www.a6684capital.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
A-Force Ventures,https://www.aforceventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
A-Venture,https://a-venture.eu/en/,https://www.linkedin.com/company/pole-capital,33 avenue Foch 75116 Paris,"France,Luxembourg,Germany","1. Idea or Patent,2. Prototype,3. Early Revenue,4. Scaling","We invest in French, Luxembourgish and German startups, operating in the environment, mobility and hospitality sectors.",VC,"$30,000 ","$1,000,000 "
A2B Ventures,http://www.a2bventures.com,,"New York, New York, United States",USA,,,Family office,,
AAF Group,http://www.aquagrofund.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
AB Private Credit Investors,https://www.alliancebernstein.com/sites/alternatives/investments/us/private-credit-investors/home.htm,https://www.linkedin.com/company/ab-private-credit-investors-llc,"Austin, Texas, United States",USA,,,Corporate VC,,
Abac Capital,http://www.abaccapital.com/en/,,,UK,,,VC,,
ABB Technology Ventures,https://new.abb.com/about/technology/ventures,https://www.linkedin.com/showcase/abb-technology-ventures/,"Zürich, Zurich, Switzerland","Israel,USA,Canada,Switzerland",3. Early Revenue,,Corporate VC,,
Abbott Ventures,http://www.abbottventures.com,,"Carthage, Illinois, United States",USA,,,Corporate VC,,
AbbVie Biotech Ventures,https://www.abbvie.com/partnerships/abbvie-ventures.html,https://www.linkedin.com/company/abbvie,"North Chicago, Illinois, United States",USA,,,Corporate VC,,
ABC Dream Ventures,http://adventures.co.jp,,"Osaka, Osaka, Japan",Japan,,,Corporate VC,,
Aberdare Ventures,http://aberdare.com/,,,,"4. Scaling,5. Growth",,VC,,
Abies Ventures,http://abies.vc/,,Japan,"USA,Canada,Japan",3. Early Revenue,,VC,"$100,000 ",
Abingworth,https://www.abingworth.com,https://www.linkedin.com/company/abingworth/,UK,"USA,UK",3. Early Revenue,,VC,"$15,000,000 ",
ABN AMRO Ventures,https://www.abnamro.com/en/about-abnamro/in-society/innovation/abnamro-ventures/index.html,https://www.linkedin.com/company/abn-amro/,"Amsterdam, Noord-Holland, The Netherlands",Netherlands,,,Corporate VC,,
ABS Capital Partners,https://www.abscapital.com/,https://www.linkedin.com/company/abs-capital-partners/,"Baltimore, Maryland, United States",USA,,,Other,,
ABS Ventures,http://www.absventures.com/,,"Waltham, Massachusetts, United States",USA,,,Other,,
Abstract Ventures,https://www.abstractvc.com/,,,,,,,,
Abstraction Capital,https://abstraction.vc,https://www.linkedin.com/company/abstraction-capital,"9237 Ward Parkway, Kansas City, MO",USA,"1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in pre-seed and seed rounds for companies building products in the developer tool and cloud infrastructure space.,VC,"$50,000 ","$400,000 "
Acadiana Angels,http://acadianaangels.com/,,,,,,Angel network,,
Accel Partners,https://www.accel.com/,https://www.linkedin.com/company/accel-vc/,"1 New Burlington Pl, Mayfair, London W1S 2HR, United Kingdom ","UK,USA,France,India","3. Early Revenue,4. Scaling",,VC,,
Accelerator Ventures,https://acceleratorventures.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Accelero Capital,https://www.accelerocapital.com/,,,France,,,Other,,
AccelHub Venture Partners,https://www.accelhub.co/,,,,,,Angel network,,
Accelmed,http://www.accelmed.co.il/,,,,5. Growth,,VC,,
Access Industries,http://www.accessindustries.com,https://www.linkedin.com/company/access-industries/,"New York, New York, United States",USA,,,Corporate VC,,
Access Medical Ventures,http://www.accessmv.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Access Venture Partners,https://www.accessvp.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Access Ventures (HK),https://www.accessvc.co/,https://www.linkedin.com/company/accessventuresllc/,"Unit 2A, 2nd Floor, Beverly House, 93-107 Lockhart Road, Wan Chai, Hong Kong","Vietnam,Indonesia",,,Other,,
Access Ventures (US),https://accessventures.org/,https://www.linkedin.com/company/access-venture-partners/,"Westminster, Colorado, United States",USA,,,Other,,
Access2Net,https://www.access2net.com/,,"36, rue du Mont Thabor - 75001 Paris",France,,,Other,,
Accomplice,https://accomplice.co/,https://www.linkedin.com/company/accomplice-vc/,"Cambridge, Massachusetts, United States",USA,,,Other,,
Accord Ventures,http://accordventures.co.jp/,,,Japan,,,VC,,
ACE and Company,http://www.aceandcompany.com/,,,,,,VC,,
Ace Management by Tikehau Capital,https://www.acemanagement.fr/,https://www.linkedin.com/company/acemanagement/,France,France,"3. Early Revenue,4. Scaling",,VC,"$500,000 ",
AceCap - Acequia Capital,https://acecap.com/,,,USA,,,Other,,
Achieve Partners,https://www.achievepartners.com/,,,,,,Other,,
ACME Capital,https://www.acme.vc/,https://www.linkedin.com/company/acme-vc/about/,USA,USA,3. Early Revenue,,VC,,
Acorn Capital,https://acorncapital.com.au,https://www.linkedin.com/company/acorn-capital-ltd/,Australia,Australia,,,VC,"$3,000,000 ",
Acquis Capital,http://www.acquiscapital.com/,https://www.linkedin.com/company/acquis-capital,"Boston, Massachusetts, United States",USA,,,Family office,,
Acre Impact Capital,https://www.acre.capital/,,,,,,Other,,
Acre Venture Partners,http://acre.vc/,https://www.linkedin.com/company/acre-venture-partners-lp/about/,USA,USA,3. Early Revenue,,VC,,
Acrew Capital,https://acrewcapital.com/,https://www.linkedin.com/company/acrew-capital/,"3004 16th St, San Francisco, CA 94103, United States",USA,,,Other,,
Acronym Venture Capital,https://acronymvc.com/,https://www.linkedin.com/company/acronymvc,"16590 Germaine Dr, Delray Beach, FL 33446","USA,Canada","3. Early Revenue,4. Scaling","We invest in Late Seed and Series A venture capital financing rounds of software/internet/tech companies. We invest primarily into Enterprise Saas companies, Fintech, Hospitality Tech, Real Estate / PropTech, Workflow Tech, E-commerce, and Omni Channel Consumer Brands. Companies must have at least $1m in ARR. ",VC,"$350,000 ","$3,000,000 "
Act One Ventures,https://www.actoneventures.com/,https://www.linkedin.com/company/act-one-ventures-lp/,USA,USA,,,VC,"$300,000 ",
Acta Technologies,https://actatechs.com/,,Turkey,Turkey,,,VC,,
Activant Capital Group,http://www.activantcapital.com,,,,,,,,
Activate Venture Partners,https://www.activatevp.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Active Capital,https://www.activecapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Active Capital Company,https://www.activecapitalcompany.com/,,,Netherlands,,,PE fund,,
Active Impact Investments,https://www.activeimpactinvestments.com/,https://www.linkedin.com/company/activeimpactinvestments/,"402-106 West 1st Street,  North Vancouver, BC  V7M 2E7, Canada","USA,Canada","4. Scaling,3. Early Revenue","We invest in seed stage companies companies facilitating the transition from finite to infinite sources of energy, food, water & products. ",VC,"$500,000 ","$1,500,000 "
Active Partners,https://active.partners/,,,UK,,,VC,,
Active Venture Partners,http://www.active-vp.com/,,,,,,VC,,
Acton Capital,https://actoncapital.com/,https://www.linkedin.com/company/acton-capital-partners/,"Widenmayerstrasse 29, Munich, 80538, DE","Germany,UK,Sweden,Canada,France,Spain,USA","3. Early Revenue,4. Scaling,5. Growth",We invest with a clear focus on tech-enabled business models throughout Europe and North America – B2C or B2B – around Series A/B.,VC,"$3,000,000 ","$12,000,000 "
Acuitas Investments,https://acuitasinvestments.com/,https://www.linkedin.com/company/acuitas-investments/,"Seattle, Washington, United States",USA,,,Family office,,
Acumen Fund,https://acumen.org/,,,,,,VC,,
Acumen Ventures,https://www.acumenvc.com/,https://www.linkedin.com/company/acumen-ventures/about/,Australia,Australia,3. Early Revenue,,VC,,
Ada Ventures,https://www.adaventures.com/,https://www.linkedin.com/company/ada-ventures/,UK,UK,3. Early Revenue,,VC,,
Adamas Finance Asia,http://www.adamasfinance.com/,,,Hong Kong,,,VC,,
Adams Capital Management,https://www.acm.com/,,"Sewickley, Pennsylvania, United States",USA,,,Other,,
Adams Street Partners,https://www.adamsstreetpartners.com/,,,,"4. Scaling,5. Growth",,VC,,
Adara Ventures,http://www.adaravp.com/about/,https://www.linkedin.com/company/adara-venture-partners/,Luxembourg,Luxembourg,3. Early Revenue,,VC,"$2,000,000 ",
AddVenture,https://addventure.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
AddVentures by SCG,https://www.addventures.co.th/,https://www.linkedin.com/company/13324575/,"Bangkok, Krung Thep, Thailand",Thailand,,,Corporate VC,,
Adelie Capital,https://adelie.vc/,https://www.linkedin.com/company/adelieadvisors/,"8 place de l'Opéra, 75009 Paris, France","France,UK,Germany,Switzerland,Spain,Italy,Belgium","3. Early Revenue,4. Scaling,5. Growth","We invest in fast-growing European tech companies powered by ambitious teams and with a great potential for scalability. We are sector agnostic: we believe in entrepreneurs, the explorers of the 21st century.",VC,"$500,000 ","$3,000,000 "
Adip VC,https://www.adipvc.com/,,,,"2. Prototype,3. Early Revenue,4. Scaling",,VC,,
Adit Ventures,https://aditventures.vc/,http://linkedin.com/company/adit-ventures,"New York, New York, United States",USA,,,Family office,,
Adjuvant Capital,https://adjuvantcapital.com/,,,,,,Other,,
Admitad Invest,https://admitadinvest.com,https://www.linkedin.com/company/admitad-invest/,"Moscow, Moscow City, Russian Federation",Russia,,,Corporate VC,,
ADP Invest,https://www.parisaeroport.fr/en/group/group-strategy/our-strategy/innovation/invest,,,France,3. Early Revenue,,Corporate VC,,
ADV Accelerated Digital Ventures,https://accelerated.ventures/,,UK,UK,3. Early Revenue,,VC,,
Advancit Capital,http://www.advancitcapital.com/,,"Norwood, Massachusetts, United States",USA,,,Other,,
Advantage,https://www.advantagesportsfund.com/,,,,"3. Early Revenue,4. Scaling",We invest in early-stage technology companies aimed at shaping the future of sports.,VC,"$1,000,000 ","$2,000,000 "
Advantage Capital,http://www.advantagecap.com/,https://www.linkedin.com/company/advantage-capital-partners/,"New Orleans, Louisiana, United States",USA,3. Early Revenue,,VC,"$500,000 ",
Advent Venture Partners,https://www.adventventures.com/,,,"UK,USA,France",3. Early Revenue,,VC,,
Advisors.fund,https://www.advisors.fund/,,,,"2. Prototype,3. Early Revenue",,VC,,
Aegis Venture Funds,https://www.aegiscapcorp.com/,,,,,,,,
Aescuvest,https://www.aescuvest.eu/,https://www.linkedin.com/company/aescuvest-gmbh/,"Hanauer Landstraße 328, 60314 Frankfurt am Main, Germany","Germany,Israel,Austria,Belgium,Bulgaria,Croatia,Czech Republic,Denmark,Sweden,Finland,France,Greece,Hungary,Ireland,Norway,Spain,Portugal,Ukraine,UK,Switzerland",3. Early Revenue,"We invest in medical breakthrough innovations in the areas of: digital drug, digital device and digital detection and diagnosis.",VC,"$1,000,000 ","$5,000,000 "
Affiniti VC,http://www.affiniti.vc/,,,,"2. Prototype,3. Early Revenue",,VC,,
Aflac Innovation Partners,https://aflacinnovationpartners.com/en/,,,Japan,,,Corporate VC,,
Afore Capital,https://afore.vc,https://www.linkedin.com/company/aforecapital,"237 Kearny St, Ste 9225, San Francisco, CA 94108, United States","USA,Canada","1. Idea or Patent,2. Prototype,3. Early Revenue",We invest in Pre-Seed and Seed rounds in companies fundamentally augmenting how the future of society will operate. We are anti-thematic by design and hyperfocused on accelerating the 0-to-1 journey.,VC,"$100,000 ","$1,500,000 "
African Frontier Capital (Mauritius),https://africanfrontiercapital.com/,,,,,,Other,,
AfterDox,http://www.afterdox.com/,,,,,,Angel network,,
AG Capital,http://www.nf-partners.co.jp/,,,Japan,,,Corporate VC,,
Agate Medical Investments,http://www.agate-invest.com/,,,,"5. Growth,6. Pre-IPO",,VC,,
Agent Capital,https://www.agentcapital.com/,,,,"3. Early Revenue,4. Scaling",,VC,,
AgFunder,https://agfunder.com/,,USA,USA,3. Early Revenue,,VC,,
Aggie Angels,http://aggieangelnetwork.com/,,,,,,Angel network,,
Agilent Technologies,https://www.agilent.com/,,,USA,,,Corporate VC,,
Agility Ventures,https://www.agility.com/en/agility-ventures/,,"Singapore, Central Region, Singapore",Singapore,,,Corporate VC,,
Aglae Ventures by Groupe Arnault,http://aglaeventures.com/,https://www.linkedin.com/company/agla%C3%A9-ventures/,"22 Avenue Montaigne, Paris, Île-de-France 75008, France","France,USA,Israel,Canada","3. Early Revenue,4. Scaling,5. Growth,6. Pre-IPO","We invest in asset light and well-defined business models with high potential for scalability : 
- Marketplaces 
- Software (SaaS)
- Content platforms : social networks, communication platform, streaming
- Dev & App tools 
- Digital native brands ",Corporate VC,"$100,000 ","$100,000,000 "
Aglaia Oncology Fund,https://aglaia-oncology.com/,,,Netherlands,"2. Prototype,3. Early Revenue",,VC,,
Agoranov,https://www.agoranov.com/,,,France,,,Other,,
AgriTech Hubs,http://agritechhub.com/,,Poland,Poland,2. Prototype,,VC,,
Agroecology Capital,http://agroecologycapital.com/,,,,"2. Prototype,3. Early Revenue",,VC,,
Agronomics,https://agronomics.im/,,UK,UK,3. Early Revenue,,VC,,
AgTech Innovation Partners,http://www.agtechinnovation.com/,,,,,,,,
Ahren Innovation Capital,http://www.ahreninnovationcapital.com/,,UK,"USA,UK","2. Prototype,3. Early Revenue",,VC,,
AI Seed Fund,https://aiseed.vc/,,UK,UK,2. Prototype,,VC,,
AI2 Allen Institute for Artificial Intelligence Incubator,https://www.ai2incubator.com/,,,,"2. Prototype,3. Early Revenue",,"Incubator, Accelerator",,
AI8 Ventures,https://www.ai8ventures.com/,,,,,,,,
AiiM Partners,https://www.aiimpartners.com/,,,,,,Other,,
Air Liquide Venture Capital ALIAD,https://www.airliquide.com/fr/groupe/aliad-venture-capital,,France,"USA,France","3. Early Revenue,4. Scaling",,Corporate VC,"$1,000,000 ",
Air Street Capital,https://www.airstreet.com/,,UK,"USA,UK",2. Prototype,,VC,"$150,000 ",
Airbridge Equity Partners,https://airbridge.nl/,https://www.linkedin.com/company/airbridge-equity-partners/,"Amstelplein 48, Amsterdam, Noord-Holland 1096BE, The Netherlands",Netherlands,3. Early Revenue,"We invest in companies that have proven their commercial traction with locked-in revenue. We provide growth capital as well as replacements and have the ability to service a cap table over time.
Our ticket size varies from EUR 1m - 5m initially with the ability to stay active over time.

As an Amsterdam-based investment firm, we support firms with their HQ and a significant portion of their operations in Europe, regardless of whether they end up venturing outside of it.

We especially focus on companies with competitively defensible positions in B2B or B2C value chains in growing markets with a long-term outlook.",VC,"$1,200,000 ","$6,000,000 "
Airbus Ventures,https://airbusventures.vc/,https://www.linkedin.com/showcase/airbus,"Blagnac, Midi-Pyrenees, France","Israel,USA,Canada,France","3. Early Revenue,4. Scaling",,Corporate VC,"$1,000,000 ",
Ajinomoto,https://www.ajinomoto.com/?scid=pr_ot_pc_cojphead_global,,,Japan,,,Corporate VC,,
